class_name,class_desc,prereq,coreq
PMCOL 412,"The goal of PMCOL 412 is to learn about the molecular basis of disorders of the nervous system, current therapies in use, as well as novel potential treatments that are in clinical trials or at the preclinical experimental stage. Research frontiers in pain and neurodegenerative disorders such as Alzheimer, Parkinson and Huntington's disease, amyotrophic lateral sclerosis and multiple sclerosis among others, will be explored. Novel therapeutic targets and the potential treatments of tomorrow will be discussed. Prerequisites: PMCOL 343 and 344 or 371 or ZOOL 342 or consent of instructor.","['PMCOL 343', ['344', '371', 'ZOOL 342']]",
PMCOL 415,"Critical discussion and analysis of current research papers in cardiovascular pharmacology, grouped into themes. Recent developments and use of the literature will be emphasized. In-class participation during roundtable discussion to critique assigned papers is essential. Each theme will be accompanied by the student's written analyses of papers assigned but not discussed in class, in the format of a condensation/critique. Prerequisites: PMCOL 343 and 344. In cases of limited space, preference will be given to students in the Pharmacology program.","['PMCOL 343', 'PMCOL 344']",
PMCOL 416,"This course examines in detail, drugs (including natural hormones) that are used for treatment of endocrine diseases (e.g. diabetes, infertility, and growth deficiency). The focus of the course is the action of drugs on hormone receptors and on the regulation of hormone synthesis and secretion. Prerequisite: PMCOL 343 or 344 or consent of instructor.","[['PMCOL 343', 'PMCOL 344']]",
PMCOL 425,"Students will be presented with problem cases involving patients with conditions, possibly needing drug therapy. They will identify the issues needing resolution, work collectively to find information to resolve them, and present these and their application to each patient to the group. The group will work to resolve outstanding issues after the presentations. Intended for senior undergraduate students. Prerequisites: PMCOL 343 and 344 and consent of Instructor.","['PMCOL 343', 'PMCOL 344']",
PMCOL 450,"This course will provide an overview of the current understanding of blood glucose homeostasis, insulin secretion and action, the actions of other important blood sugar-regulating hormones and the pathology of diabetes. Current pharmacological approaches for lowering blood glucose will be discussed, as will the latest experimental approaches in identifying potential drug targets and new treatments for diabetes. At the end of the course, students should have an appreciation for the mechanisms that control glucose homeostasis in health and diabetes, the diversity of drug targets and mechanisms by which diabetes drugs promote glucose control, and current rationale and lines of research leading to potential new treatments. Prerequisites: PMCOL 343 and 344 or consent of instructor.","['PMCOL 343', 'PMCOL 344']",
PMCOL 475,"Regulation of various aspects of cell regulation, including proliferation, differentiation, metabolism, survival, motility, and gene transcription takes place via an array of well-organized signal transduction pathways. This course will cover topics related to the investigation of cellular transduction systems, and how pharmacological manipulation of these signaling pathways may be useful in the treatment of a diverse range of neurologic, neurodegenerative, inflammatory, immune, and metabolic diseases .Prerequisites: PMCOL 343 and 344 or PMCOL 371 or ZOOL 342 or consent of the instructor.","['PMCOL 343', ['344', 'PMCOL 371', 'ZOOL 342']]",
PMCOL 497,"Individual research project open to undergraduate Pharmacology Honor students (Stream A) who have identified a supervisor in the Department of Pharmacology. Normally taken in conjunction with PMCOL 499, this 6-credit course is the first part of a 12-credit program in two terms resulting in an honors research thesis in Pharmacology. During PMCOL 497 students will develop background knowledge in an area of pharmacology research within the supervisor's expertise, design an experimental plan (in conjunction with their supervisor) to investigate a particular research question, learn the methodologies to be used ,and begin experiments to answer this research question. Complete of this course requires a written proposal summarizing background information and experimental design and methods for the project, as well as an oral presentation to an examining committee. Students aiming for Graduate School should consider taking this course as it embraces the research process from developing the research question, to planning the experimental design, collecting and analyzing data, writing a final paper, and presenting research findings. Prerequisite: PMCOL 303, PMCOL 306, PMCOL 343, PMCOL 344, and PMCOL 301 or PMCOL 302 or documented summer student research experience. Please contact the course coordinator for registration in the course.","['PMCOL 303', 'PMCOL 306', 'PMCOL 343', 'PMCOL 344', ['PMCOL 301', 'PMCOL 302', 'DOCUMENTED SUMMER STUDENT RESEARCH EXPERIENCE']]",
PMCOL 498A,During their fourth year all Honors candidates are required to carry out a program of directed research under the supervision of a staff member. This program will be related to the special interest of the student and will involve experimental work as well as two presentations and a written report on the part of the student. Students are encouraged to make arrangements with a supervisor of their choice before the fall term begins. Prerequisite: consent of Department. Normally available to fourth-year Honors students only.,['CONSENT OF DEPARTMENT'],
PMCOL 498B,During their fourth year all Honors candidates are required to carry out a program of directed research under the supervision of a staff member. This program will be related to the special interest of the student and will involve experimental work as well as two presentations and a written report on the part of the student. Students are encouraged to make arrangements with a supervisor of their choice before the fall term begins. Prerequisite: consent of Department. Normally available to fourth-year Honors students only.,['CONSENT OF DEPARTMENT'],
PMCOL 499,"Individual research project open to undergraduate Pharmacology Honor students (Stream A) who have identified a supervisor in the Department of Pharmacology. Taken in conjunction with PMCOL 497, this 6-credit course is the second part of a 12-credit program in two terms resulting in an honors research thesis in Pharmacology. Upon satisfactory progress in the first term, PMCOL 499 students will continue their research and produce a written honors thesis on their project. An oral presentation and thesis defense will occur at the end of term and be evaluated. Registration must be approved by the Department of Pharmacology. Prerequisite: PMCOL 497 and consent of the Department of Pharmacology.",['PMCOL 497 OF PHARMACOLOGY'],
